"","symbol","date","open","close"
"2193","XRP","2014-01-01",0.027365,0.026944
"2194","XRP","2014-01-02",0.027014,0.028726
"2195","XRP","2014-01-03",0.028788,0.027627
"2196","XRP","2014-01-04",0.027781,0.028129
"2197","XRP","2014-01-05",0.028098,0.02523
"2198","XRP","2014-01-06",0.025298,0.0257
"2199","XRP","2014-01-07",0.025799,0.022986
"2200","XRP","2014-01-08",0.022825,0.023227
"2201","XRP","2014-01-09",0.022997,0.022368
"2202","XRP","2014-01-10",0.022367,0.022837
"2203","XRP","2014-01-11",0.022721,0.024019
"2204","XRP","2014-01-12",0.024162,0.022044
"2205","XRP","2014-01-13",0.021961,0.021664
"2206","XRP","2014-01-14",0.021724,0.021186
"2207","XRP","2014-01-15",0.021182,0.022221
"2208","XRP","2014-01-16",0.022205,0.021024
"2209","XRP","2014-01-17",0.02099,0.02053
"2210","XRP","2014-01-18",0.020559,0.021279
"2211","XRP","2014-01-19",0.021314,0.020875
"2212","XRP","2014-01-20",0.020886,0.019856
"2213","XRP","2014-01-21",0.019849,0.019927
"2214","XRP","2014-01-22",0.019986,0.019389
"2215","XRP","2014-01-23",0.019385,0.018535
"2216","XRP","2014-01-24",0.018525,0.018126
"2217","XRP","2014-01-25",0.018107,0.019141
"2218","XRP","2014-01-26",0.019132,0.020128
"2219","XRP","2014-01-27",0.020113,0.018967
"2220","XRP","2014-01-28",0.019362,0.020605
"2221","XRP","2014-01-29",0.020541,0.020337
"2222","XRP","2014-01-30",0.020326,0.020337
"2223","XRP","2014-01-31",0.020322,0.020504
"2224","XRP","2014-02-01",0.020519,0.020698
"2225","XRP","2014-02-02",0.020745,0.02156
"2226","XRP","2014-02-03",0.021531,0.021402
"2227","XRP","2014-02-04",0.0214,0.020997
"2228","XRP","2014-02-05",0.021048,0.020357
"2229","XRP","2014-02-06",0.02045,0.019753
"2230","XRP","2014-02-07",0.01978,0.018377
"2231","XRP","2014-02-08",0.018046,0.017487
"2232","XRP","2014-02-09",0.017423,0.01739
"2233","XRP","2014-02-10",0.017361,0.016677
"2234","XRP","2014-02-11",0.018173,0.017681
"2235","XRP","2014-02-12",0.017697,0.017174
"2236","XRP","2014-02-13",0.017161,0.016079
"2237","XRP","2014-02-14",0.016059,0.016367
"2238","XRP","2014-02-15",0.01651,0.016083
"2239","XRP","2014-02-16",0.016089,0.015338
"2240","XRP","2014-02-17",0.01529,0.015294
"2241","XRP","2014-02-18",0.015308,0.015286
"2242","XRP","2014-02-19",0.015243,0.015237
"2243","XRP","2014-02-20",0.015198,0.014251
"2244","XRP","2014-02-21",0.014302,0.01507
"2245","XRP","2014-02-22",0.015103,0.015682
"2246","XRP","2014-02-23",0.01561,0.015412
"2247","XRP","2014-02-24",0.015411,0.01359
"2248","XRP","2014-02-25",0.013605,0.01299
"2249","XRP","2014-02-26",0.013019,0.014093
"2250","XRP","2014-02-27",0.01412,0.014153
"2251","XRP","2014-02-28",0.014124,0.013667
"2252","XRP","2014-03-01",0.013687,0.013799
"2253","XRP","2014-03-02",0.013785,0.013543
"2254","XRP","2014-03-03",0.01359,0.015596
"2255","XRP","2014-03-04",0.015309,0.016135
"2256","XRP","2014-03-05",0.015996,0.016008
"2257","XRP","2014-03-06",0.015992,0.015921
"2258","XRP","2014-03-07",0.015928,0.015009
"2259","XRP","2014-03-08",0.015019,0.014404
"2260","XRP","2014-03-09",0.014449,0.014745
"2261","XRP","2014-03-10",0.014688,0.014745
"2262","XRP","2014-03-11",0.014773,0.014279
"2263","XRP","2014-03-12",0.014199,0.014353
"2264","XRP","2014-03-13",0.014379,0.014333
"2265","XRP","2014-03-14",0.014333,0.014198
"2266","XRP","2014-03-15",0.014206,0.014345
"2267","XRP","2014-03-16",0.014358,0.014306
"2268","XRP","2014-03-17",0.014302,0.014112
"2269","XRP","2014-03-18",0.014102,0.01405
"2270","XRP","2014-03-19",0.014047,0.013963
"2271","XRP","2014-03-20",0.01394,0.013638
"2272","XRP","2014-03-21",0.013688,0.01325
"2273","XRP","2014-03-22",0.013245,0.012954
"2274","XRP","2014-03-23",0.012961,0.012651
"2275","XRP","2014-03-24",0.01267,0.012871
"2276","XRP","2014-03-25",0.01287,0.01283
"2277","XRP","2014-03-26",0.012824,0.012594
"2278","XRP","2014-03-27",0.012579,0.010226
"2279","XRP","2014-03-28",0.010319,0.010551
"2280","XRP","2014-03-29",0.010626,0.010338
"2281","XRP","2014-03-30",0.010357,0.009653
"2282","XRP","2014-03-31",0.009677,0.008785
"2283","XRP","2014-04-01",0.008785,0.008757
"2284","XRP","2014-04-02",0.008795,0.007922
"2285","XRP","2014-04-03",0.007901,0.007944
"2286","XRP","2014-04-04",0.007959,0.008094
"2287","XRP","2014-04-05",0.008076,0.008324
"2288","XRP","2014-04-06",0.00835,0.008247
"2289","XRP","2014-04-07",0.008263,0.008035
"2290","XRP","2014-04-08",0.008005,0.008013
"2291","XRP","2014-04-09",0.008014,0.007866
"2292","XRP","2014-04-10",0.007857,0.006318
"2293","XRP","2014-04-11",0.006296,0.006582
"2294","XRP","2014-04-12",0.006581,0.006257
"2295","XRP","2014-04-13",0.006271,0.005987
"2296","XRP","2014-04-14",0.005996,0.006518
"2297","XRP","2014-04-15",0.006513,0.007719
"2298","XRP","2014-04-16",0.007753,0.007023
"2299","XRP","2014-04-17",0.007101,0.006339
"2300","XRP","2014-04-18",0.006345,0.00621
"2301","XRP","2014-04-19",0.006209,0.006473
"2302","XRP","2014-04-20",0.006475,0.006214
"2303","XRP","2014-04-21",0.006206,0.006142
"2304","XRP","2014-04-22",0.006139,0.006059
"2305","XRP","2014-04-23",0.006064,0.00611
"2306","XRP","2014-04-24",0.006105,0.006069
"2307","XRP","2014-04-25",0.006069,0.005491
"2308","XRP","2014-04-26",0.005491,0.005394
"2309","XRP","2014-04-27",0.00538,0.004859
"2310","XRP","2014-04-28",0.004804,0.005139
"2311","XRP","2014-04-29",0.005136,0.005362
"2312","XRP","2014-04-30",0.005359,0.005364
"2313","XRP","2014-05-01",0.005364,0.005413
"2314","XRP","2014-05-02",0.005409,0.005315
"2315","XRP","2014-05-03",0.005315,0.005024
"2316","XRP","2014-05-04",0.005033,0.005024
"2317","XRP","2014-05-05",0.005007,0.005214
"2318","XRP","2014-05-06",0.005213,0.005973
"2319","XRP","2014-05-07",0.005974,0.006351
"2320","XRP","2014-05-08",0.006343,0.00608
"2321","XRP","2014-05-09",0.006061,0.006063
"2322","XRP","2014-05-10",0.006074,0.005975
"2323","XRP","2014-05-11",0.005942,0.005754
"2324","XRP","2014-05-12",0.005749,0.005937
"2325","XRP","2014-05-13",0.005937,0.00634
"2326","XRP","2014-05-14",0.006339,0.007154
"2327","XRP","2014-05-15",0.007172,0.007099
"2328","XRP","2014-05-16",0.0071,0.00691
"2329","XRP","2014-05-17",0.006901,0.006487
"2330","XRP","2014-05-18",0.006475,0.006004
"2331","XRP","2014-05-19",0.006,0.006034
"2332","XRP","2014-05-20",0.006045,0.006711
"2333","XRP","2014-05-21",0.006715,0.006669
"2334","XRP","2014-05-22",0.006676,0.003993
"2335","XRP","2014-05-23",0.003963,0.003315
"2336","XRP","2014-05-24",0.003332,0.004111
"2337","XRP","2014-05-25",0.004129,0.003646
"2338","XRP","2014-05-26",0.003668,0.003799
"2339","XRP","2014-05-27",0.003761,0.004643
"2340","XRP","2014-05-28",0.004659,0.005005
"2341","XRP","2014-05-29",0.005028,0.004791
"2342","XRP","2014-05-30",0.004767,0.004232
"2343","XRP","2014-05-31",0.004232,0.004146
"2344","XRP","2014-06-01",0.004145,0.004092
"2345","XRP","2014-06-02",0.004086,0.004339
"2346","XRP","2014-06-03",0.004339,0.004385
"2347","XRP","2014-06-04",0.00438,0.003952
"2348","XRP","2014-06-05",0.003914,0.003841
"2349","XRP","2014-06-06",0.003958,0.003916
"2350","XRP","2014-06-07",0.003916,0.003961
"2351","XRP","2014-06-08",0.00397,0.003974
"2352","XRP","2014-06-09",0.003972,0.004225
"2353","XRP","2014-06-10",0.004229,0.004547
"2354","XRP","2014-06-11",0.004549,0.004421
"2355","XRP","2014-06-12",0.004405,0.004048
"2356","XRP","2014-06-13",0.004038,0.004161
"2357","XRP","2014-06-14",0.004137,0.004017
"2358","XRP","2014-06-15",0.004011,0.004197
"2359","XRP","2014-06-16",0.004208,0.004173
"2360","XRP","2014-06-17",0.004164,0.004264
"2361","XRP","2014-06-18",0.004256,0.004247
"2362","XRP","2014-06-19",0.004251,0.00423
"2363","XRP","2014-06-20",0.00423,0.004188
"2364","XRP","2014-06-21",0.004187,0.00415
"2365","XRP","2014-06-22",0.004153,0.004187
"2366","XRP","2014-06-23",0.004186,0.004085
"2367","XRP","2014-06-24",0.004085,0.004049
"2368","XRP","2014-06-25",0.004046,0.003931
"2369","XRP","2014-06-26",0.003929,0.004051
"2370","XRP","2014-06-27",0.004052,0.003993
"2371","XRP","2014-06-28",0.00401,0.003923
"2372","XRP","2014-06-29",0.003936,0.004013
"2373","XRP","2014-06-30",0.004013,0.00378
"2374","XRP","2014-07-01",0.00378,0.003623
"2375","XRP","2014-07-02",0.003615,0.003484
"2376","XRP","2014-07-03",0.003481,0.00336
"2377","XRP","2014-07-04",0.003357,0.003246
"2378","XRP","2014-07-05",0.003245,0.003132
"2379","XRP","2014-07-06",0.003134,0.00281
"2380","XRP","2014-07-07",0.002809,0.003082
"2381","XRP","2014-07-08",0.003079,0.0033
"2382","XRP","2014-07-09",0.003301,0.003879
"2383","XRP","2014-07-10",0.00388,0.004074
"2384","XRP","2014-07-11",0.004074,0.004298
"2385","XRP","2014-07-12",0.004298,0.004317
"2386","XRP","2014-07-13",0.004318,0.004306
"2387","XRP","2014-07-14",0.004306,0.004367
"2388","XRP","2014-07-15",0.004368,0.004514
"2389","XRP","2014-07-16",0.004514,0.004898
"2390","XRP","2014-07-17",0.004898,0.006162
"2391","XRP","2014-07-18",0.006167,0.006364
"2392","XRP","2014-07-19",0.006365,0.005298
"2393","XRP","2014-07-20",0.005262,0.005383
"2394","XRP","2014-07-21",0.005383,0.005362
"2395","XRP","2014-07-22",0.005361,0.005643
"2396","XRP","2014-07-23",0.005647,0.006144
"2397","XRP","2014-07-24",0.006146,0.005929
"2398","XRP","2014-07-25",0.005929,0.006043
"2399","XRP","2014-07-26",0.006057,0.006041
"2400","XRP","2014-07-27",0.006039,0.006021
"2401","XRP","2014-07-28",0.006022,0.006157
"2402","XRP","2014-07-29",0.006157,0.006066
"2403","XRP","2014-07-30",0.006065,0.005097
"2404","XRP","2014-07-31",0.005105,0.005189
"2405","XRP","2014-08-01",0.005183,0.005369
"2406","XRP","2014-08-02",0.005371,0.005294
"2407","XRP","2014-08-03",0.005263,0.005215
"2408","XRP","2014-08-04",0.005214,0.004948
"2409","XRP","2014-08-05",0.004948,0.005104
"2410","XRP","2014-08-06",0.005108,0.005256
"2411","XRP","2014-08-07",0.005256,0.005343
"2412","XRP","2014-08-08",0.005343,0.005462
"2413","XRP","2014-08-09",0.005461,0.005242
"2414","XRP","2014-08-10",0.005242,0.004975
"2415","XRP","2014-08-11",0.004975,0.005214
"2416","XRP","2014-08-12",0.005213,0.005044
"2417","XRP","2014-08-13",0.005045,0.00497
"2418","XRP","2014-08-14",0.004969,0.005227
"2419","XRP","2014-08-15",0.005248,0.00541
"2420","XRP","2014-08-16",0.005412,0.005418
"2421","XRP","2014-08-17",0.005411,0.005177
"2422","XRP","2014-08-18",0.005179,0.004979
"2423","XRP","2014-08-19",0.004979,0.005051
"2424","XRP","2014-08-20",0.00505,0.005265
"2425","XRP","2014-08-21",0.005255,0.005117
"2426","XRP","2014-08-22",0.005115,0.005095
"2427","XRP","2014-08-23",0.005093,0.005016
"2428","XRP","2014-08-24",0.005017,0.005154
"2429","XRP","2014-08-25",0.005153,0.004974
"2430","XRP","2014-08-26",0.004974,0.004837
"2431","XRP","2014-08-27",0.004838,0.005015
"2432","XRP","2014-08-28",0.005019,0.005062
"2433","XRP","2014-08-29",0.005064,0.005017
"2434","XRP","2014-08-30",0.005017,0.004961
"2435","XRP","2014-08-31",0.004958,0.004887
"2436","XRP","2014-09-01",0.004886,0.005025
"2437","XRP","2014-09-02",0.005024,0.004641
"2438","XRP","2014-09-03",0.004646,0.004776
"2439","XRP","2014-09-04",0.004776,0.004805
"2440","XRP","2014-09-05",0.004805,0.004874
"2441","XRP","2014-09-06",0.004874,0.004795
"2442","XRP","2014-09-07",0.004796,0.004704
"2443","XRP","2014-09-08",0.004702,0.004711
"2444","XRP","2014-09-09",0.00471,0.004719
"2445","XRP","2014-09-10",0.004722,0.00475
"2446","XRP","2014-09-11",0.004751,0.004749
"2447","XRP","2014-09-12",0.004746,0.004713
"2448","XRP","2014-09-13",0.004708,0.004706
"2449","XRP","2014-09-14",0.004706,0.005136
"2450","XRP","2014-09-15",0.005127,0.00505
"2451","XRP","2014-09-16",0.005072,0.005124
"2452","XRP","2014-09-17",0.005123,0.005399
"2453","XRP","2014-09-18",0.005398,0.005135
"2454","XRP","2014-09-19",0.005134,0.004942
"2455","XRP","2014-09-20",0.004942,0.004772
"2456","XRP","2014-09-21",0.004768,0.00457
"2457","XRP","2014-09-22",0.004561,0.004657
"2458","XRP","2014-09-23",0.004655,0.004613
"2459","XRP","2014-09-24",0.00461,0.004668
"2460","XRP","2014-09-25",0.00467,0.004722
"2461","XRP","2014-09-26",0.004722,0.004616
"2462","XRP","2014-09-27",0.004607,0.004705
"2463","XRP","2014-09-28",0.004706,0.005282
"2464","XRP","2014-09-29",0.005279,0.004705
"2465","XRP","2014-09-30",0.004705,0.004644
"2466","XRP","2014-10-01",0.004645,0.004752
"2467","XRP","2014-10-02",0.004755,0.004874
"2468","XRP","2014-10-03",0.004876,0.005023
"2469","XRP","2014-10-04",0.005024,0.004941
"2470","XRP","2014-10-05",0.004935,0.004789
"2471","XRP","2014-10-06",0.004777,0.00473
"2472","XRP","2014-10-07",0.004731,0.004765
"2473","XRP","2014-10-08",0.004769,0.004787
"2474","XRP","2014-10-09",0.004787,0.004824
"2475","XRP","2014-10-10",0.004824,0.004871
"2476","XRP","2014-10-11",0.004873,0.004753
"2477","XRP","2014-10-12",0.004754,0.004858
"2478","XRP","2014-10-13",0.004853,0.004784
"2479","XRP","2014-10-14",0.004794,0.004872
"2480","XRP","2014-10-15",0.004872,0.004827
"2481","XRP","2014-10-16",0.004825,0.004855
"2482","XRP","2014-10-17",0.004855,0.004904
"2483","XRP","2014-10-18",0.004904,0.004965
"2484","XRP","2014-10-19",0.004964,0.004949
"2485","XRP","2014-10-20",0.004945,0.005073
"2486","XRP","2014-10-21",0.005072,0.005193
"2487","XRP","2014-10-22",0.00519,0.005187
"2488","XRP","2014-10-23",0.005185,0.005142
"2489","XRP","2014-10-24",0.005143,0.005082
"2490","XRP","2014-10-25",0.005083,0.004719
"2491","XRP","2014-10-26",0.00472,0.004548
"2492","XRP","2014-10-27",0.004546,0.004891
"2493","XRP","2014-10-28",0.00489,0.004845
"2494","XRP","2014-10-29",0.00484,0.004776
"2495","XRP","2014-10-30",0.004774,0.00489
"2496","XRP","2014-10-31",0.004887,0.004867
"2497","XRP","2014-11-01",0.004865,0.004671
"2498","XRP","2014-11-02",0.004674,0.004664
"2499","XRP","2014-11-03",0.004658,0.00481
"2500","XRP","2014-11-04",0.004809,0.004805
"2501","XRP","2014-11-05",0.004806,0.004861
"2502","XRP","2014-11-06",0.004861,0.004877
"2503","XRP","2014-11-07",0.004878,0.004877
"2504","XRP","2014-11-08",0.004877,0.004907
"2505","XRP","2014-11-09",0.004904,0.004926
"2506","XRP","2014-11-10",0.00492,0.004901
"2507","XRP","2014-11-11",0.004896,0.004899
"2508","XRP","2014-11-12",0.004897,0.005097
"2509","XRP","2014-11-13",0.005128,0.005035
"2510","XRP","2014-11-14",0.005022,0.005197
"2511","XRP","2014-11-15",0.005206,0.005052
"2512","XRP","2014-11-16",0.005039,0.005181
"2513","XRP","2014-11-17",0.005181,0.00534
"2514","XRP","2014-11-18",0.005337,0.005432
"2515","XRP","2014-11-19",0.005424,0.005696
"2516","XRP","2014-11-20",0.005693,0.006058
"2517","XRP","2014-11-21",0.006072,0.006589
"2518","XRP","2014-11-22",0.006591,0.007663
"2519","XRP","2014-11-23",0.007669,0.008599
"2520","XRP","2014-11-24",0.008595,0.008562
"2521","XRP","2014-11-25",0.008561,0.00974
"2522","XRP","2014-11-26",0.009742,0.011004
"2523","XRP","2014-11-27",0.011004,0.014205
"2524","XRP","2014-11-28",0.014201,0.015165
"2525","XRP","2014-11-29",0.01516,0.013982
"2526","XRP","2014-11-30",0.013977,0.011211
"2527","XRP","2014-12-01",0.011204,0.012559
"2528","XRP","2014-12-02",0.012586,0.013158
"2529","XRP","2014-12-03",0.013164,0.01313
"2530","XRP","2014-12-04",0.013137,0.013343
"2531","XRP","2014-12-05",0.013336,0.013785
"2532","XRP","2014-12-06",0.013771,0.014406
"2533","XRP","2014-12-07",0.014406,0.014794
"2534","XRP","2014-12-08",0.014793,0.013421
"2535","XRP","2014-12-09",0.013418,0.015068
"2536","XRP","2014-12-10",0.015071,0.015907
"2537","XRP","2014-12-11",0.015885,0.016374
"2538","XRP","2014-12-12",0.016374,0.016374
"2539","XRP","2014-12-13",0.016374,0.016992
"2540","XRP","2014-12-14",0.016991,0.017127
"2541","XRP","2014-12-15",0.017115,0.018242
"2542","XRP","2014-12-16",0.018246,0.021539
"2543","XRP","2014-12-17",0.021553,0.026065
"2544","XRP","2014-12-18",0.026026,0.02794
"2545","XRP","2014-12-19",0.027975,0.023338
"2546","XRP","2014-12-20",0.023352,0.024207
"2547","XRP","2014-12-21",0.024225,0.024921
"2548","XRP","2014-12-22",0.02487,0.025562
"2549","XRP","2014-12-23",0.025556,0.023878
"2550","XRP","2014-12-24",0.023838,0.023382
"2551","XRP","2014-12-25",0.023388,0.024138
"2552","XRP","2014-12-26",0.024146,0.025308
"2553","XRP","2014-12-27",0.025299,0.024074
"2554","XRP","2014-12-28",0.024078,0.023764
"2555","XRP","2014-12-29",0.023778,0.024231
"2556","XRP","2014-12-30",0.024229,0.0242
"2557","XRP","2014-12-31",0.024194,0.024438
"2558","XRP","2015-01-01",0.024455,0.02439
"2559","XRP","2015-01-02",0.024377,0.024318
"2560","XRP","2015-01-03",0.024297,0.022106
"2561","XRP","2015-01-04",0.0221,0.018928
"2562","XRP","2015-01-05",0.018943,0.020316
"2563","XRP","2015-01-06",0.020325,0.020732
"2564","XRP","2015-01-07",0.020727,0.020843
"2565","XRP","2015-01-08",0.020843,0.020676
"2566","XRP","2015-01-09",0.02065,0.020576
"2567","XRP","2015-01-10",0.020623,0.019233
"2568","XRP","2015-01-11",0.019244,0.018765
"2569","XRP","2015-01-12",0.018782,0.018434
"2570","XRP","2015-01-13",0.018428,0.015648
"2571","XRP","2015-01-14",0.015611,0.014233
"2572","XRP","2015-01-15",0.014204,0.016444
"2573","XRP","2015-01-16",0.016449,0.016403
"2574","XRP","2015-01-17",0.016393,0.015361
"2575","XRP","2015-01-18",0.015386,0.015622
"2576","XRP","2015-01-19",0.015657,0.015991
"2577","XRP","2015-01-20",0.015947,0.016112
"2578","XRP","2015-01-21",0.016108,0.016653
"2579","XRP","2015-01-22",0.0167,0.01701
"2580","XRP","2015-01-23",0.017013,0.016734
"2581","XRP","2015-01-24",0.01672,0.016736
"2582","XRP","2015-01-25",0.016703,0.016578
"2583","XRP","2015-01-26",0.016586,0.016019
"2584","XRP","2015-01-27",0.016007,0.015841
"2585","XRP","2015-01-28",0.015836,0.01497
"2586","XRP","2015-01-29",0.014966,0.014706
"2587","XRP","2015-01-30",0.014691,0.014443
"2588","XRP","2015-01-31",0.014441,0.014298
"2589","XRP","2015-02-01",0.014286,0.014139
"2590","XRP","2015-02-02",0.014137,0.01367
"2591","XRP","2015-02-03",0.013658,0.013025
"2592","XRP","2015-02-04",0.013027,0.013498
"2593","XRP","2015-02-05",0.013503,0.014466
"2594","XRP","2015-02-06",0.014473,0.015185
"2595","XRP","2015-02-07",0.015186,0.014577
"2596","XRP","2015-02-08",0.014576,0.014426
"2597","XRP","2015-02-09",0.01443,0.013994
"2598","XRP","2015-02-10",0.014003,0.013649
"2599","XRP","2015-02-11",0.013643,0.013776
"2600","XRP","2015-02-12",0.01378,0.014039
"2601","XRP","2015-02-13",0.014031,0.014566
"2602","XRP","2015-02-14",0.014564,0.014956
"2603","XRP","2015-02-15",0.014941,0.013712
"2604","XRP","2015-02-16",0.013745,0.01375
"2605","XRP","2015-02-17",0.013751,0.014031
"2606","XRP","2015-02-18",0.014028,0.013791
"2607","XRP","2015-02-19",0.013806,0.013758
"2608","XRP","2015-02-20",0.013741,0.013481
"2609","XRP","2015-02-21",0.013462,0.013286
"2610","XRP","2015-02-22",0.013289,0.01313
"2611","XRP","2015-02-23",0.013124,0.013334
"2612","XRP","2015-02-24",0.013351,0.013396
"2613","XRP","2015-02-25",0.013403,0.013401
"2614","XRP","2015-02-26",0.013405,0.013299
"2615","XRP","2015-02-27",0.013294,0.01336
"2616","XRP","2015-02-28",0.013357,0.012998
"2617","XRP","2015-03-01",0.012992,0.012239
"2618","XRP","2015-03-02",0.012233,0.012192
"2619","XRP","2015-03-03",0.012191,0.010593
